,GPU Name,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Bus Interface,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L1 Cache,L2 Cache,Pixel Rate,Texture Rate,FP32 (float),FP64 (double),TDP,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores,L0 Cache,L3 Cache,Name
156,AD104,Ada Lovelace,TSMC,5 nm,"35,800 million",294 mm²,"Jan 3rd, 2023",GeForce 40 Mobile,PCIe 4.0 x16,1290 MHz,1665 MHz,2250 MHz,12 GB,GDDR6,192 bit,432.0 GB/s,7424,232,80,,128 KB (per SM),48 MB,133.2 GPixel/s,386.3 GTexel/s,24.72 TFLOPS,386.3 GFLOPS,110 W,12 Ultimate,4.6,3.0,1.3,6.8,,58.0,232.0,58.0,,,GeForce RTX 4080 Mobile
157,AD103,Ada Lovelace,TSMC,5 nm,"45,900 million",379 mm²,"Jan 3rd, 2023",GeForce 40 Mobile,PCIe 4.0 x16,930 MHz,1455 MHz,2250 MHz,16 GB,GDDR6,256 bit,576.0 GB/s,9728,304,112,,128 KB (per SM),64 MB,163.0 GPixel/s,442.3 GTexel/s,28.31 TFLOPS,442.3 GFLOPS,80 W,12 Ultimate,4.6,3.0,1.3,6.8,,76.0,304.0,76.0,,,GeForce RTX 4090 Max-Q
158,AD103,Ada Lovelace,TSMC,5 nm,"45,900 million",379 mm²,"Jan 3rd, 2023",GeForce 40 Mobile,PCIe 4.0 x16,1335 MHz,1695 MHz,2250 MHz,16 GB,GDDR6,256 bit,576.0 GB/s,9728,304,112,,128 KB (per SM),64 MB,189.8 GPixel/s,515.3 GTexel/s,32.98 TFLOPS,515.3 GFLOPS,120 W,12 Ultimate,4.6,3.0,1.3,6.8,,76.0,304.0,76.0,,,GeForce RTX 4090 Mobile
159,GA10B,Ampere,Samsung,8 nm,unknown,unknown,Feb 2023,Tegra,PCIe 4.0 x4,,,1600 MHz,32 GB,LPDDR5,256 bit,204.8 GB/s,1792,56,24,,128 KB (per SM),256 KB,22.32 GPixel/s,52.08 GTexel/s,3.333 TFLOPS,1.667 TFLOPS,40 W,12 Ultimate,4.6,3.0,1.3,6.8,,14.0,56.0,,,,Jetson AGX Orin 32 GB
160,GA10B,Ampere,Samsung,8 nm,unknown,unknown,Mar 2023,Tegra,PCIe 4.0 x4,,,1600 MHz,64 GB,LPDDR5,256 bit,204.8 GB/s,2048,64,32,,128 KB (per SM),256 KB,41.60 GPixel/s,83.20 GTexel/s,5.325 TFLOPS,2.662 TFLOPS,60 W,12 Ultimate,4.6,3.0,1.3,6.8,,16.0,64.0,,,,Jetson AGX Orin 64 GB
161,GA10B,Ampere,Samsung,8 nm,unknown,unknown,Feb 2023,Tegra,PCIe 4.0 x4,,,1600 MHz,16 GB,LPDDR5,128 bit,102.4 GB/s,1024,32,16,,128 KB (per SM),256 KB,14.69 GPixel/s,29.38 GTexel/s,1.880 TFLOPS,940.0 GFLOPS,25 W,12 Ultimate,4.6,3.0,1.3,6.8,,8.0,32.0,,,,Jetson Orin NX 16 GB
162,GA10B,Ampere,Samsung,8 nm,unknown,unknown,Mar 2023,Tegra,PCIe 4.0 x4,,,1600 MHz,8 GB,LPDDR5,128 bit,102.4 GB/s,1024,32,16,,128 KB (per SM),256 KB,12.24 GPixel/s,24.48 GTexel/s,1.567 TFLOPS,783.4 GFLOPS,20 W,12 Ultimate,4.6,3.0,1.3,6.8,,8.0,32.0,,,,Jetson Orin NX 8 GB
163,GA10B,Ampere,Samsung,8 nm,unknown,unknown,Mar 2023,Tegra,PCIe 4.0 x4,,,1067 MHz,4 GB,LPDDR5,64 bit,34.14 GB/s,512,16,8,,128 KB (per SM),256 KB,5.000 GPixel/s,10.00 GTexel/s,640.0 GFLOPS,320.0 GFLOPS,10 W,12 Ultimate,4.6,3.0,1.3,6.8,,4.0,16.0,,,,Jetson Orin Nano 4 GB
164,GA10B,Ampere,Samsung,8 nm,unknown,unknown,Mar 2023,Tegra,PCIe 4.0 x4,,,1067 MHz,8 GB,LPDDR5,128 bit,68.29 GB/s,1024,32,16,,128 KB (per SM),256 KB,10.00 GPixel/s,20.00 GTexel/s,"1,280 GFLOPS",640.0 GFLOPS,15 W,12 Ultimate,4.6,3.0,1.3,6.8,,8.0,32.0,,,,Jetson Orin Nano 8 GB
165,AD107,Ada Lovelace,TSMC,5 nm,"18,900 million",159 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1530 MHz,2010 MHz,2000 MHz,8 GB,GDDR6,128 bit,256.0 GB/s,3072,96,48,,128 KB (per SM),12 MB,96.48 GPixel/s,193.0 GTexel/s,12.35 TFLOPS,193.0 GFLOPS,50 W,12 Ultimate,4.6,3.0,1.3,6.8,,24.0,96.0,24.0,,,RTX 2000 Embedded Ada Generation
166,AD107,Ada Lovelace,TSMC,5 nm,"18,900 million",159 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,930 MHz,1455 MHz,2000 MHz,8 GB,GDDR6,128 bit,256.0 GB/s,3072,96,48,,128 KB (per SM),12 MB,69.84 GPixel/s,139.7 GTexel/s,8.940 TFLOPS,139.7 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,24.0,96.0,24.0,,,RTX 2000 Max-Q Ada Generation
167,AD107,Ada Lovelace,TSMC,5 nm,"18,900 million",159 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1635 MHz,2115 MHz,2000 MHz,8 GB,GDDR6,128 bit,256.0 GB/s,3072,96,48,,128 KB (per SM),12 MB,101.5 GPixel/s,203.0 GTexel/s,12.99 TFLOPS,203.0 GFLOPS,50 W,12 Ultimate,4.6,3.0,1.3,6.8,,24.0,96.0,24.0,,,RTX 2000 Mobile Ada Generation
168,AD106,Ada Lovelace,TSMC,5 nm,"22,900 million",188 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1395 MHz,1695 MHz,2000 MHz,8 GB,GDDR6,128 bit,256.0 GB/s,4608,144,48,,128 KB (per SM),32 MB,81.36 GPixel/s,244.1 GTexel/s,15.62 TFLOPS,244.1 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,36.0,144.0,36.0,,,RTX 3000 Mobile Ada Generation
169,AD104,Ada Lovelace,TSMC,5 nm,"35,800 million",294 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1110 MHz,1545 MHz,2250 MHz,12 GB,GDDR6,192 bit,432.0 GB/s,5120,160,64,,128 KB (per SM),48 MB,98.88 GPixel/s,247.2 GTexel/s,15.82 TFLOPS,247.2 GFLOPS,100 W,12 Ultimate,4.6,3.0,1.3,6.8,,40.0,160.0,40.0,,,RTX 3500 Mobile Ada Generation
170,AD104,Ada Lovelace,TSMC,5 nm,"35,800 million",294 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1290 MHz,1665 MHz,2250 MHz,12 GB,GDDR6,192 bit,432.0 GB/s,7424,232,80,,128 KB (per SM),48 MB,133.2 GPixel/s,386.3 GTexel/s,24.72 TFLOPS,386.3 GFLOPS,110 W,12 Ultimate,4.6,3.0,1.3,6.8,,58.0,232.0,58.0,,,RTX 4000 Mobile Ada Generation
171,AD103,Ada Lovelace,TSMC,5 nm,"45,900 million",379 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1425 MHz,2115 MHz,2250 MHz,16 GB,GDDR6,256 bit,576.0 GB/s,9728,304,112,,128 KB (per SM),64 MB,236.9 GPixel/s,643.0 GTexel/s,41.15 TFLOPS,643.0 GFLOPS,120 W,12 Ultimate,4.6,3.0,1.3,6.8,,76.0,304.0,76.0,,,RTX 5000 Embedded Ada Generation
172,AD103,Ada Lovelace,TSMC,5 nm,"45,900 million",379 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,930 MHz,1680 MHz,2250 MHz,16 GB,GDDR6,256 bit,576.0 GB/s,9728,304,112,,128 KB (per SM),64 MB,188.2 GPixel/s,510.7 GTexel/s,32.69 TFLOPS,510.7 GFLOPS,120 W,12 Ultimate,4.6,3.0,1.3,6.8,,76.0,304.0,76.0,,,RTX 5000 Max-Q Ada Generation
173,AD103,Ada Lovelace,TSMC,5 nm,"45,900 million",379 mm²,"Mar 21st, 2023",Quadro Ada-M,PCIe 4.0 x16,1425 MHz,2115 MHz,2250 MHz,16 GB,GDDR6,256 bit,576.0 GB/s,9728,304,112,,128 KB (per SM),64 MB,236.9 GPixel/s,643.0 GTexel/s,41.15 TFLOPS,643.0 GFLOPS,120 W,12 Ultimate,4.6,3.0,1.3,6.8,,76.0,304.0,76.0,,,RTX 5000 Mobile Ada Generation
174,Mendocino,RDNA 2.0,TSMC,6 nm,unknown,100 mm²,"Sep 20th, 2022",Navi II IGP,PCIe 4.0 x8,1500 MHz,1900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,128 KB per Array,2 MB,7.600 GPixel/s,15.20 GTexel/s,486.4 GFLOPS,30.40 GFLOPS,15 W,12 Ultimate,4.6,2.0,1.3,6.8,,,,2.0,32 KB per WGP,,Radeon 610M
175,Rembrandt,RDNA 2.0,TSMC,6 nm,"13,100 million",208 mm²,"Jan 4th, 2022",Navi II IGP,PCIe 4.0 x8,1500 MHz,1900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,16,6.0,128 KB per Array,2 MB,30.40 GPixel/s,45.60 GTexel/s,"1,459 GFLOPS",91.20 GFLOPS,40 W,12 Ultimate,4.6,2.0,1.3,6.8,,,,6.0,32 KB per WGP,,Radeon 660M
176,Rembrandt,RDNA 2.0,TSMC,6 nm,"13,100 million",208 mm²,"Jan 4th, 2022",Navi II IGP,PCIe 4.0 x8,2000 MHz,2200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,768,48,32,12.0,128 KB per Array,2 MB,70.40 GPixel/s,105.6 GTexel/s,3.379 TFLOPS,211.2 GFLOPS,50 W,12 Ultimate,4.6,2.0,1.3,6.8,,,,12.0,32 KB per WGP,,Radeon 680M
177,Barcelo,GCN 5.1,TSMC,7 nm,"10,700 million",180 mm²,"Jan 6th, 2022",Vega II IGP,IGP,300 MHz,1800 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,448,28,8,7.0,,,14.40 GPixel/s,50.40 GTexel/s,1.613 TFLOPS,100.8 GFLOPS,45 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Graphics 448SP Mobile
178,Barcelo,GCN 5.1,TSMC,7 nm,"10,700 million",180 mm²,"Jan 6th, 2022",Vega II IGP,IGP,300 MHz,2000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8.0,,,16.00 GPixel/s,64.00 GTexel/s,2.048 TFLOPS,128.0 GFLOPS,45 W,12,4.6,2.1,1.3,6.7,,,,,,,Radeon Graphics 512SP Mobile
179,Navi 24,RDNA 2.0,TSMC,6 nm,"5,400 million",107 mm²,"Jan 19th, 2022",Radeon Pro Mobile,PCIe 4.0 x4,1512 MHz,2040 MHz,2000 MHz,2 GB,GDDR6,32 bit,64.00 GB/s,768,48,32,12.0,128 KB per Array,1024 KB,65.28 GPixel/s,97.92 GTexel/s,3.133 TFLOPS,195.8 GFLOPS,25 W,12 Ultimate,4.6,2.2,1.3,6.8,,,,12.0,32 KB per WGP,8 MB,Radeon Pro W6300M
180,Navi 24,RDNA 2.0,TSMC,6 nm,"5,400 million",107 mm²,Never Released,Radeon Pro Mobile,PCIe 4.0 x4,1512 MHz,2040 MHz,2000 MHz,4 GB,GDDR6,64 bit,128.0 GB/s,1024,64,32,16.0,128 KB per Array,1024 KB,65.28 GPixel/s,130.6 GTexel/s,4.178 TFLOPS,261.1 GFLOPS,25 W,12 Ultimate,4.6,2.2,1.3,6.8,,,,16.0,32 KB per WGP,8 MB,Radeon Pro W6500M
181,Navi 24,RDNA 2.0,TSMC,6 nm,"5,400 million",107 mm²,Never Released,Navi Mobile,PCIe 4.0 x4,1000 MHz,2040 MHz,2000 MHz,2 GB,GDDR6,32 bit,64.00 GB/s,768,48,32,12.0,128 KB per Array,1024 KB,65.28 GPixel/s,97.92 GTexel/s,3.133 TFLOPS,195.8 GFLOPS,35 W,12 Ultimate,4.6,2.2,1.3,6.8,,,,12.0,32 KB per WGP,8 MB,Radeon RX 6300M
182,Navi 24,RDNA 2.0,TSMC,6 nm,"5,400 million",107 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x4,2000 MHz,2400 MHz,2250 MHz,4 GB,GDDR6,64 bit,144.0 GB/s,1024,64,32,16.0,128 KB per Array,1024 KB,76.80 GPixel/s,153.6 GTexel/s,4.915 TFLOPS,307.2 GFLOPS,50 W,12 Ultimate,4.6,2.2,1.3,6.8,,,,16.0,32 KB per WGP,16 MB,Radeon RX 6500M
183,Navi 23,RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x8,1700 MHz,2000 MHz,1750 MHz,4 GB,GDDR6,128 bit,224.0 GB/s,1792,112,64,28.0,128 KB per Array,2 MB,128.0 GPixel/s,224.0 GTexel/s,7.168 TFLOPS,448.0 GFLOPS,80 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,28.0,32 KB per WGP,32 MB,Radeon RX 6600S
184,Navi 23,RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x8,2068 MHz,2416 MHz,1750 MHz,8 GB,GDDR6,128 bit,224.0 GB/s,1792,112,64,28.0,128 KB per Array,2 MB,154.6 GPixel/s,270.6 GTexel/s,8.659 TFLOPS,541.2 GFLOPS,120 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,28.0,32 KB per WGP,32 MB,Radeon RX 6650M
185,Navi 23,RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x8,2068 MHz,2416 MHz,2000 MHz,8 GB,GDDR6,128 bit,256.0 GB/s,2048,128,64,32.0,128 KB per Array,2 MB,154.6 GPixel/s,309.2 GTexel/s,9.896 TFLOPS,618.5 GFLOPS,120 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,32.0,32 KB per WGP,32 MB,Radeon RX 6650M XT
186,Navi 23,RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x8,1700 MHz,2000 MHz,1750 MHz,8 GB,GDDR6,128 bit,224.0 GB/s,1792,112,64,28.0,128 KB per Array,2 MB,128.0 GPixel/s,224.0 GTexel/s,7.168 TFLOPS,448.0 GFLOPS,80 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,28.0,32 KB per WGP,32 MB,Radeon RX 6700S
187,Navi 23,RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x8,1800 MHz,2100 MHz,2000 MHz,8 GB,GDDR6,128 bit,256.0 GB/s,2048,128,64,32.0,128 KB per Array,2 MB,134.4 GPixel/s,268.8 GTexel/s,8.602 TFLOPS,537.6 GFLOPS,100 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,32.0,32 KB per WGP,32 MB,Radeon RX 6800S
188,Navi 22,RDNA 2.0,TSMC,7 nm,"17,200 million",335 mm²,"Jan 4th, 2022",Navi Mobile,PCIe 4.0 x16,2321 MHz,2581 MHz,2250 MHz,12 GB,GDDR6,192 bit,432.0 GB/s,2560,160,64,40.0,128 KB per Array,3 MB,165.2 GPixel/s,413.0 GTexel/s,13.21 TFLOPS,825.9 GFLOPS,165 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,40.0,32 KB per WGP,96 MB,Radeon RX 6850M XT
189,DG2-128,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Mar 30th, 2022",Alchemist,PCIe 4.0 x8,1150 MHz,2200 MHz,1750 MHz,4 GB,GDDR6,64 bit,112.0 GB/s,768,48,24,,,4 MB,52.80 GPixel/s,105.6 GTexel/s,3.379 TFLOPS,844.8 GFLOPS,25 W,12 Ultimate,4.6,3.0,1.3,6.6,,,96.0,6.0,,,Arc A350M
190,DG2-128,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Mar 30th, 2022",Alchemist,PCIe 4.0 x8,1550 MHz,2050 MHz,1750 MHz,4 GB,GDDR6,64 bit,112.0 GB/s,1024,64,32,,,4 MB,65.60 GPixel/s,131.2 GTexel/s,4.198 TFLOPS,"1,050 GFLOPS",35 W,12 Ultimate,4.6,3.0,1.3,6.6,,,128.0,8.0,,,Arc A370M
191,DG2-512,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,Alchemist,PCIe 4.0 x16,900 MHz,2050 MHz,1750 MHz,8 GB,GDDR6,128 bit,224.0 GB/s,2048,128,64,,,8 MB,131.2 GPixel/s,262.4 GTexel/s,8.397 TFLOPS,,60 W,12 Ultimate,4.6,3.0,1.3,6.6,,,256.0,16.0,,,Arc A550M
192,DG2-512,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,Alchemist,PCIe 4.0 x16,1100 MHz,2050 MHz,1750 MHz,12 GB,GDDR6,192 bit,336.0 GB/s,3072,192,96,,,12 MB,196.8 GPixel/s,393.6 GTexel/s,12.60 TFLOPS,,80 W,12 Ultimate,4.6,3.0,1.3,6.6,,,384.0,24.0,,,Arc A730M
193,DG2-512,Generation 12.7,TSMC,6 nm,"21,700 million",406 mm²,2022,Alchemist,PCIe 4.0 x16,1650 MHz,2050 MHz,2000 MHz,16 GB,GDDR6,256 bit,512.0 GB/s,4096,256,128,,,16 MB,262.4 GPixel/s,524.8 GTexel/s,16.79 TFLOPS,,120 W,12 Ultimate,4.6,3.0,1.3,6.6,,,512.0,32.0,,,Arc A770M
194,DG2-128,Generation 12.7,TSMC,6 nm,"7,200 million",157 mm²,"Aug 8th, 2022",Alchemist,PCIe 4.0 x8,1500 MHz,2000 MHz,2000 MHz,4 GB,GDDR6,64 bit,128.0 GB/s,1024,64,32,,,4 MB,64.00 GPixel/s,128.0 GTexel/s,4.096 TFLOPS,"1,024 GFLOPS",50 W,12 Ultimate,4.6,3.0,1.3,6.6,,,128.0,8.0,,,Arc Pro A30M
195,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,20,,,1024 KB,24.00 GPixel/s,48.00 GTexel/s,1.536 TFLOPS,384.0 GFLOPS,45 W,12,4.6,3.0,1.3,6.6,,,,,,12 MB,Iris Xe Graphics 80EU Mobile
196,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1400 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,768,48,24,,,1024 KB,33.60 GPixel/s,67.20 GTexel/s,2.150 TFLOPS,537.6 GFLOPS,45 W,12,4.6,3.0,1.3,6.6,,,,,,16 MB,Iris Xe Graphics 96EU Mobile
197,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,,,1024 KB,4.800 GPixel/s,9.600 GTexel/s,307.2 GFLOPS,76.80 GFLOPS,15 W,12,4.6,3.0,1.3,6.6,,,,,,8 MB,UHD Graphics 16EU Mobile
198,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,12,6,,,1024 KB,7.200 GPixel/s,14.40 GTexel/s,460.8 GFLOPS,115.2 GFLOPS,15 W,12,4.6,3.0,1.3,6.6,,,,,,8 MB,UHD Graphics 24EU Mobile
199,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1150 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,12,,,1024 KB,13.80 GPixel/s,27.60 GTexel/s,883.2 GFLOPS,220.8 GFLOPS,45 W,12,4.6,3.0,1.3,6.6,,,,,,8 MB,UHD Graphics 48EU Mobile
200,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1400 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,16,,,1024 KB,22.40 GPixel/s,44.80 GTexel/s,"1,434 GFLOPS",358.4 GFLOPS,45 W,12,4.6,3.0,1.3,6.6,,,,,,10 MB,UHD Graphics 64EU Mobile
201,Alder Lake GT1,Generation 12.2,Intel,10 nm,unknown,unknown,"Jan 4th, 2022",HD Graphics-M,Ring Bus,300 MHz,1500 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,256,16,8,,,1024 KB,12.00 GPixel/s,24.00 GTexel/s,768.0 GFLOPS,192.0 GFLOPS,45 W,12,4.6,3.0,1.3,6.6,,,,,,8 MB,UHD Graphics 770 Mobile
202,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Jul 6th, 2022",GeForce 30 Mobile,PCIe 4.0 x8,757 MHz,1125 MHz,1375 MHz,4 GB,GDDR6,128 bit,176.0 GB/s,2048,64,32,,128 KB (per SM),2 MB,36.00 GPixel/s,72.00 GTexel/s,4.608 TFLOPS,72.00 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,16.0,64.0,16.0,,,GeForce RTX 3050 Max-Q Refresh 4 GB
203,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Jul 6th, 2022",GeForce 30 Mobile,PCIe 4.0 x8,622 MHz,990 MHz,1375 MHz,6 GB,GDDR6,96 bit,132.0 GB/s,2560,80,32,,128 KB (per SM),2 MB,31.68 GPixel/s,79.20 GTexel/s,5.069 TFLOPS,79.20 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,GeForce RTX 3050 Max-Q Refresh 6 GB
204,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Jul 6th, 2022",GeForce 30 Mobile,PCIe 4.0 x8,652 MHz,1207 MHz,1750 MHz,4 GB,GDDR6,128 bit,224.0 GB/s,2560,80,32,,128 KB (per SM),2 MB,38.62 GPixel/s,96.56 GTexel/s,6.180 TFLOPS,96.56 GFLOPS,45 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,GeForce RTX 3050 Mobile Refresh 4 GB
205,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Jul 6th, 2022",GeForce 30 Mobile,PCIe 4.0 x8,1237 MHz,1492 MHz,1750 MHz,6 GB,GDDR6,96 bit,168.0 GB/s,2560,80,32,,128 KB (per SM),2 MB,47.74 GPixel/s,119.4 GTexel/s,7.639 TFLOPS,119.4 GFLOPS,75 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,GeForce RTX 3050 Mobile Refresh 6 GB
206,GA104,Ampere,Samsung,8 nm,"17,400 million",392 mm²,"Jan 4th, 2022",GeForce 30 Mobile,PCIe 4.0 x16,510 MHz,1035 MHz,1500 MHz,8 GB,GDDR6,256 bit,384.0 GB/s,5888,184,96,,128 KB (per SM),4 MB,99.36 GPixel/s,190.4 GTexel/s,12.19 TFLOPS,190.4 GFLOPS,80 W,12 Ultimate,4.6,3.0,1.3,6.8,,46.0,184.0,46.0,,,GeForce RTX 3070 Ti Max-Q
207,GA104,Ampere,Samsung,8 nm,"17,400 million",392 mm²,"Jan 4th, 2022",GeForce 30 Mobile,PCIe 4.0 x16,915 MHz,1410 MHz,1750 MHz,8 GB,GDDR6,256 bit,448.0 GB/s,5888,184,96,,128 KB (per SM),4 MB,135.4 GPixel/s,259.4 GTexel/s,16.60 TFLOPS,259.4 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,46.0,184.0,46.0,,,GeForce RTX 3070 Ti Mobile
208,GA103,Ampere,Samsung,8 nm,"22,000 million",496 mm²,"Jan 25th, 2022",GeForce 30 Mobile,PCIe 4.0 x16,585 MHz,1125 MHz,1500 MHz,16 GB,GDDR6,256 bit,384.0 GB/s,7424,232,96,,128 KB (per SM),4 MB,108.0 GPixel/s,261.0 GTexel/s,16.70 TFLOPS,261.0 GFLOPS,80 W,12 Ultimate,4.6,3.0,1.3,6.8,,58.0,232.0,58.0,,,GeForce RTX 3080 Ti Max-Q
209,GA103,Ampere,Samsung,8 nm,"22,000 million",496 mm²,"Jan 25th, 2022",GeForce 30 Mobile,PCIe 4.0 x16,810 MHz,1260 MHz,2000 MHz,16 GB,GDDR6,256 bit,512.0 GB/s,7424,232,96,,128 KB (per SM),4 MB,121.0 GPixel/s,292.3 GTexel/s,18.71 TFLOPS,292.3 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,58.0,232.0,58.0,,,GeForce RTX 3080 Ti Mobile
210,GA107S,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Mar 30th, 2022",Quadro Ampere-M,PCIe 4.0 x8,630 MHz,1140 MHz,1750 MHz,4 GB,GDDR6,128 bit,224.0 GB/s,2048,64,32,,128 KB (per SM),2 MB,36.48 GPixel/s,72.96 GTexel/s,4.669 TFLOPS,72.96 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,16.0,64.0,16.0,,,RTX A1000 Embedded
211,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Mar 30th, 2022",Quadro Ampere-M,PCIe 4.0 x8,630 MHz,1140 MHz,1375 MHz,4 GB,GDDR6,128 bit,176.0 GB/s,2048,64,32,,128 KB (per SM),2 MB,36.48 GPixel/s,72.96 GTexel/s,4.669 TFLOPS,72.96 GFLOPS,60 W,12 Ultimate,4.6,3.0,1.3,6.8,,16.0,64.0,16.0,,,RTX A1000 Mobile
212,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Mar 30th, 2022",Quadro Ampere-M,PCIe 4.0 x8,652 MHz,1140 MHz,1375 MHz,6 GB,GDDR6,96 bit,132.0 GB/s,2560,80,32,,128 KB (per SM),2 MB,36.48 GPixel/s,91.20 GTexel/s,5.837 TFLOPS,91.20 GFLOPS,60 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,RTX A1000 Mobile 6 GB
213,GA107,Ampere,Samsung,8 nm,"8,700 million",200 mm²,"Mar 30th, 2022",Quadro Ampere-M,PCIe 4.0 x8,607 MHz,1177 MHz,1500 MHz,4 GB,GDDR6,128 bit,192.0 GB/s,2560,80,32,,128 KB (per SM),2 MB,37.66 GPixel/s,94.16 GTexel/s,6.026 TFLOPS,94.16 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,RTX A2000 Embedded
214,GA104,Ampere,Samsung,8 nm,"17,400 million",392 mm²,"Mar 22nd, 2022",Quadro Ampere-M,PCIe 4.0 x16,855 MHz,1440 MHz,1750 MHz,12 GB,GDDR6,192 bit,336.0 GB/s,4096,128,64,,128 KB (per SM),4 MB,92.16 GPixel/s,184.3 GTexel/s,11.80 TFLOPS,184.3 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,32.0,128.0,32.0,,,RTX A3000 Mobile 12 GB
