,link,name
327,/cpu-specs/core-i3-1000g1.c2219,Core i3-1000G1
328,/cpu-specs/core-i3-1000g4.c2220,Core i3-1000G4
329,/cpu-specs/core-i3-1005g1.c2224,Core i3-1005G1
330,/cpu-specs/core-i3-10110u.c2234,Core i3-10110U
331,/cpu-specs/core-i3-10110y.c2230,Core i3-10110Y
332,/cpu-specs/core-i5-10210u.c2235,Core i5-10210U
333,/cpu-specs/core-i5-10210y.c2231,Core i5-10210Y
334,/cpu-specs/core-i5-1030g4.c2221,Core i5-1030G4
335,/cpu-specs/core-i5-1030g7.c2222,Core i5-1030G7
336,/cpu-specs/core-i5-10310y.c2232,Core i5-10310Y
337,/cpu-specs/core-i5-1035g1.c2225,Core i5-1035G1
338,/cpu-specs/core-i5-1035g4.c2226,Core i5-1035G4
339,/cpu-specs/core-i5-1035g7.c2227,Core i5-1035G7
340,/cpu-specs/core-i5-8279u.c3264,Core i5-8279U
341,/cpu-specs/core-i5-8365u.c3598,Core i5-8365U
342,/cpu-specs/core-i5-8365ue.c3600,Core i5-8365UE
343,/cpu-specs/core-i7-10510u.c2236,Core i7-10510U
344,/cpu-specs/core-i7-10510y.c2233,Core i7-10510Y
345,/cpu-specs/core-i7-1060g7.c2223,Core i7-1060G7
346,/cpu-specs/core-i7-1065g7.c2228,Core i7-1065G7
347,/cpu-specs/core-i7-1068ng7.c2229,Core i7-1068NG7
348,/cpu-specs/core-i7-10710u.c2237,Core i7-10710U
349,/cpu-specs/core-i7-9750h.c2290,Core i7-9750H
350,/cpu-specs/core-i7-9750hf.c2291,Core i7-9750HF
351,/cpu-specs/core-i7-9850h.c2292,Core i7-9850H
352,/cpu-specs/core-i7-9850he.c2293,Core i7-9850HE
353,/cpu-specs/core-i7-9850hl.c2294,Core i7-9850HL
354,/cpu-specs/core-i9-9880h.c2289,Core i9-9880H
355,/cpu-specs/core-i9-9980hk.c2288,Core i9-9980HK
356,/cpu-specs/pentium-gold-5405u.c3601,Pentium Gold 5405U
357,/cpu-specs/pentium-silver-j5040.c3278,Pentium Silver J5040
358,/cpu-specs/xeon-e-2276m.c3547,Xeon E-2276M
359,/cpu-specs/xeon-e-2286m.c3548,Xeon E-2286M
360,/cpu-specs/gx-212jj.c3672,GX-212JJ
361,/cpu-specs/gx-220ij.c3675,GX-220IJ
362,/cpu-specs/ryzen-3-2200u.c1983,Ryzen 3 2200U
363,/cpu-specs/ryzen-3-2300u.c1977,Ryzen 3 2300U
364,/cpu-specs/ryzen-5-2600h.c2077,Ryzen 5 2600H
365,/cpu-specs/ryzen-7-2800h.c2076,Ryzen 7 2800H
366,/cpu-specs/celeron-4305ue.c3604,Celeron 4305UE
367,/cpu-specs/core-i3-8109u.c2023,Core i3-8109U
368,/cpu-specs/core-i3-8121u.c2070,Core i3-8121U
369,/cpu-specs/core-i3-8130u.c1996,Core i3-8130U
370,/cpu-specs/core-i3-8145u.c2101,Core i3-8145U
371,/cpu-specs/core-i3-8145ue.c3599,Core i3-8145UE
372,/cpu-specs/core-i5-8259u.c2024,Core i5-8259U
373,/cpu-specs/core-i5-8265u.c2102,Core i5-8265U
374,/cpu-specs/core-i5-8269u.c2025,Core i5-8269U
375,/cpu-specs/core-i5-8300h.c1994,Core i5-8300H
376,/cpu-specs/core-i5-8305g.c1982,Core i5-8305G
377,/cpu-specs/core-i5-8400h.c1993,Core i5-8400H
378,/cpu-specs/core-i7-8559u.c2026,Core i7-8559U
379,/cpu-specs/core-i7-8560u.c3605,Core i7-8560U
380,/cpu-specs/core-i7-8565u.c2103,Core i7-8565U
381,/cpu-specs/core-i7-8665u.c3596,Core i7-8665U
382,/cpu-specs/core-i7-8665ue.c3597,Core i7-8665UE
383,/cpu-specs/core-i7-8705g.c1981,Core i7-8705G
384,/cpu-specs/core-i7-8706g.c1995,Core i7-8706G
385,/cpu-specs/core-i7-8709g.c1979,Core i7-8709G
386,/cpu-specs/core-i7-8750h.c1992,Core i7-8750H
387,/cpu-specs/core-i7-8809g.c1980,Core i7-8809G
388,/cpu-specs/core-i7-8850h.c1991,Core i7-8850H
389,/cpu-specs/core-i9-8950hk.c1969,Core i9-8950HK
390,/cpu-specs/core-m3-8114y.c2071,Core m3-8114Y
391,/cpu-specs/xeon-e-2176m.c3545,Xeon E-2176M
392,/cpu-specs/xeon-e-2186m.c3546,Xeon E-2186M
393,/cpu-specs/a4-9120-soc.c3700,A4-9120 SoC
394,/cpu-specs/a4-9125-soc.c3702,A4-9125 SoC
